part,pot,criticality,slack_potential,struct_potential,fanout,window_size,prior,model_prob,accepted,area_impr_pct,delay_delta,node
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.910927,0.000000,n88
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,1.056352,3.080017,n90
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-1.403757,1.970032,n159
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.119168,1.970032,n160
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-3.066047,0.000000,n161
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n200
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n201
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n253
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n262
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.925066,-0.649994,n266
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.706928,0.000000,n293
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.212078,0.000000,n323
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n324
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,1.908705,8.370026,n347
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-5.003030,0.529999,n348
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.436275,0.000000,n350
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,1,0.105029,0.000000,n411
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-3.882082,4.399994,n420
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-4.134821,-2.829987,n421
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.525699,1.970032,n434
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n446
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.632860,5.440002,n447
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n450
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,1,0.002022,0.000000,n454
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-1.623633,0.000000,n457
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-1.623633,0.000000,n458
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,0.000000,0.000000,n459
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.374062,0.000000,n463
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-1.132297,0.000000,n466
2,0.592272,0.600000,0.400000,0.784543,1,16,0.500000,0.172841,0,-0.697576,0.000000,n467
0,0.233786,0.900000,0.100000,0.768931,2,16,0.153743,0.058010,0,-2.673029,2.660004,n92
0,0.233786,0.900000,0.100000,0.768931,2,16,0.153743,0.058010,0,-1.726753,0.960022,n107
0,0.233786,0.900000,0.100000,0.768931,2,16,0.153743,0.058010,1,0.000000,0.000000,n109
0,0.233786,0.900000,0.100000,0.768931,2,16,0.153743,0.058010,0,-2.630568,3.820007,n124
1,0.759180,0.300000,0.700000,0.784543,1,16,0.244318,0.167583,0,0.000000,0.000000,n432
1,0.759180,0.300000,0.700000,0.784543,1,16,0.244318,0.167583,0,0.000000,0.000000,n471
1,0.759180,0.300000,0.700000,0.784543,1,16,0.244318,0.167583,0,0.000000,0.000000,n553
1,0.759180,0.300000,0.700000,0.784543,1,16,0.244318,0.167583,0,0.000000,0.000000,n556
1,0.759180,0.300000,0.700000,0.784543,1,16,0.244318,0.167583,0,0.000000,0.000000,n565
2,0.592272,0.600000,0.400000,0.784543,1,16,0.075782,0.077743,0,0.000000,0.000000,n506
